ingredients,t_ingredient_name,normalized_name
蒜頭,蒜頭,蒜
紅、綠甜椒各,紅、綠甜椒各,甜椒
鮮香菇,鮮香菇,香菇
食用油,食用油,食用油
醬油或魚醬,醬油或魚醬,魚肉
豆瓣醬,豆瓣醬,豆瓣醬
蘆筍,蘆筍,蘆筍
豬肉絲,豬肉絲,豬肉
蒜頭,蒜頭,蒜
辣椒,辣椒,辣椒
醬油,醬油,醬油
糖,糖,糖
醬油,醬油,醬油
米酒,米酒,米酒
糖,糖,糖
白胡椒粉,白胡椒粉,白胡椒粉
太白粉,太白粉,太白粉
香油,香油,芝麻油
餃子皮,餃子皮,麵粉
豬絞肉,豬絞肉,豬肉
玉米粒,玉米粒,玉米
青蔥,青蔥,蔥
米酒,米酒,米酒
醬油,醬油,醬油
香油,香油,芝麻油
太白粉,太白粉,太白粉
鹽,鹽,鹽
胡椒粉,胡椒粉,胡椒
全麥土司,全麥土司,小麥
蛋,蛋,雞蛋
起司,起司,起司
義大利歐芹,義大利歐芹,歐芹
鹽巴,鹽巴,鹽
黑胡椒,黑胡椒,黑胡椒
馬克杯,馬克杯,非食材
砂糖（可用紅糖／黑糖替代）,砂糖,糖
蛋,蛋,雞蛋
牛奶（過敏孩子用配方奶）,牛奶,牛奶
豬絞肉,豬絞肉,豬肉
小蕃茄(對半切),小蕃茄,蕃茄
九層塔,九層塔,九層塔
醬油,醬油,醬油
米酒,米酒,米酒
糖,糖,糖
魚露,魚露,魚露
檸檬汁,檸檬汁,檸檬
豬肉─腰內肉部位,豬肉─腰內肉部位,豬肉
味噌,味噌,味噌
砂糖,砂糖,糖
米酒,米酒,米酒
白芝麻,白芝麻,芝麻
橄欖油,橄欖油,橄欖油
青葱,青葱,青葱
雞胸肉,雞胸肉,雞肉
乾辣椒,乾辣椒,辣椒
花椒粒,花椒粒,花椒
蔥,蔥,蔥
蒜味花生粒,蒜味花生粒,花生
蒜末,蒜末,蒜
醬油,醬油,醬油
糖,糖,糖
太白粉,太白粉,太白粉
豆乾,豆乾,豆乾
醬油,醬油,醬油
水,水,水
台灣菸酒紅標純米料理米酒,台灣菸酒紅標純米料理米酒,米
糖,糖,糖
白胡椒粉,白胡椒粉,白胡椒粉
五香粉,五香粉,五香粉
馬鈴薯,馬鈴薯,馬鈴薯
洋蔥,洋蔥,洋蔥
大蒜,大蒜,蒜
鮮奶油,鮮奶油,鮮奶油
鹽,鹽,鹽
黑胡椒,黑胡椒,黑胡椒
肉豆蔻,肉豆蔻,肉豆蔻
月桂葉,月桂葉,月桂葉
百里香,百里香,百里香
鯷魚,鯷魚,鯷魚
帕馬森起士,帕馬森起士,起司
橄欖油,橄欖油,橄欖油
滾水,滾水,水
火鍋肉片,火鍋肉片,肉片
洋蔥,洋蔥,洋蔥
醬油,醬油,醬油
沙茶醬,沙茶醬,沙茶醬
麻油,麻油,芝麻油
白糖,白糖,糖
白胡椒,白胡椒,白胡椒
白水,白水,水
小排骨,小排骨,豬肉
豆豉,豆豉,豆豉
蒜末,蒜末,蒜
薑末,薑末,薑
蔭油（醬油）,蔭油,黃豆
糖,糖,糖
太白粉,太白粉,太白粉
松阪豬,松阪豬,豬肉
玉米筍,玉米筍,玉米筍
舞菇,舞菇,舞菇
蔥段,蔥段,蔥
蒜頭,蒜頭,蒜
薑片,薑片,薑
洋蔥 (小),洋蔥 ,洋蔥
雞蛋,雞蛋,雞蛋
生薑,生薑,薑
大蒜,大蒜,蒜
粟米粉 (勾芡用),粟米粉 ,玉米
醬油,醬油,醬油
味醂,味醂,味醂
麻油,麻油,芝麻油
四季豆,四季豆,四季豆
櫻花蝦,櫻花蝦,蝦
大蒜末,大蒜末,大蒜
辣椒,辣椒,辣椒
鹽,鹽,鹽
米血糕一大塊,米血糕一大塊,豬血
薑片,薑片,薑
辣椒,辣椒,辣椒
蔥花,蔥花,蔥
麻油,麻油,芝麻油
糖,糖,糖
蔭油膏（醬油膏）,蔭油膏,黃豆
國產臺灣鯛魚片,國產臺灣鯛魚片,鯛魚
蒜頭,蒜頭,蒜
辣椒,辣椒,辣椒
香菜,香菜,香菜
檸檬,檸檬,檸檬
魚露,魚露,魚露
水,水,水
糖,糖,糖
洋蔥,洋蔥,洋蔥
雞蛋,雞蛋,雞蛋
雞粉,雞粉,雞粉
鹽巴,鹽巴,鹽
水,水,水
台灣鯛魚,台灣鯛魚,鯛魚
醬油,醬油,醬油
米酒,米酒,米酒
味霖,味霖,味醂
麥芽糖,麥芽糖,麥芽糖
鯛魚片,鯛魚片,鯛魚
蔥,蔥,蔥
辣椒,辣椒,辣椒
蒜瓣,蒜瓣,大蒜
薑片,薑片,薑
食用油,食用油,食用油
醬油,醬油,醬油
米酒,米酒,米酒
蠔油,蠔油,蠔油
糖,糖,糖
市售巧克力調味乳,市售巧克力調味乳,牛奶
砂糖或細冰糖,砂糖或細冰糖,糖
市售頻果牛奶,市售頻果牛奶,牛奶
砂糖,砂糖,糖
金山寺味噌,金山寺味噌,黃豆
小黃瓜,小黃瓜,小黃瓜
豬肉,豬肉,豬肉
豆腐,豆腐,豆腐
乾香菇,乾香菇,香菇
木耳,木耳,木耳
雞蛋,雞蛋,雞蛋
紅蘿蔔,紅蘿蔔,紅蘿蔔
醬油,醬油,醬油
太白粉,太白粉,太白粉
白胡椒,白胡椒,白胡椒
白醋,白醋,白醋
鹽,鹽,鹽
嫩薑,嫩薑,薑
香菜,香菜,香菜
現成薯餅,現成薯餅,馬鈴薯
蛋,蛋,雞蛋
起司絲,起司絲,起司
黑胡椒,黑胡椒,黑胡椒
蔥花,蔥花,蔥
麵條,麵條,麵條
紅蔥頭,紅蔥頭,紅蔥頭
蒜頭,蒜頭,蒜
高麗菜,高麗菜,高麗菜
木耳,木耳,木耳
芹菜,芹菜,芹菜
德國香腸,德國香腸,豬肉
蠔油,蠔油,蠔油
日式醬油,日式醬油,黃豆
水或高湯,水或高湯,高湯
蔥花,蔥花,蔥
全聯。雞肉片,全聯。雞肉片,雞肉
蒜頭,蒜頭,蒜
米酒。,米酒。,米
醬油,醬油,醬油
蠔油。,蠔油。,蠔
檸檬汁,檸檬汁,檸檬
秋葵,秋葵,秋葵
玉米粒,玉米粒,玉米
原味優酪,原味優酪,牛奶
紅蘿蔔,紅蘿蔔,紅蘿蔔
蒜瓣,蒜瓣,大蒜
麻油,麻油,芝麻油
糖,糖,糖
白芝麻,白芝麻,芝麻
雞蛋,雞蛋,雞蛋
脫脂牛奶（其他牛奶也可以）,脫脂牛奶,牛奶
鹽巴,鹽巴,鹽
葡萄籽油（其他油也可以）,葡萄籽油,食用油
雞蛋,雞蛋,雞蛋
粉漿（中筋2：片栗粉1：水3）,粉漿,麵粉
玉米,玉米,玉米
起司,起司,起司
小型洋蔥切末,小型洋蔥切末,洋蔥
蘑菇切片,蘑菇切片,蘑菇
嫩菠菜葉,嫩菠菜葉,菠菜
雞蛋,雞蛋,雞蛋
橄欖油,橄欖油,橄欖油
鹽巴及胡椒,鹽巴及胡椒,鹽
半顆小南瓜,半顆小南瓜,南瓜
板豆腐,板豆腐,豆腐
蔥,蔥,蔥
醬汁,醬汁,食用油
醬油,醬油,醬油
醬油膏,醬油膏,醬油膏
味霖,味霖,味醂
砂糖,砂糖,糖
水,水,水
雞蛋,雞蛋,雞蛋
牛肉,牛肉,牛肉
蔥花,蔥花,蔥
柴魚醬油,柴魚醬油,柴魚
檸檬,檸檬,檸檬
七味粉,七味粉,香料
麵條,麵條,麵條
火腿,火腿,豬肉
雞蛋,雞蛋,雞蛋
小黃瓜,小黃瓜,小黃瓜
紅蘿蔔,紅蘿蔔,紅蘿蔔
花生末,花生末,花生
芝麻醬,芝麻醬,芝麻
花生醬（可省略）,花生醬,花生
醬油,醬油,醬油
白醋,白醋,白醋
香油,香油,芝麻油
糖,糖,糖
帶骨牛小排,帶骨牛小排,牛肉
青椒,青椒,青椒
大蒜,大蒜,蒜
七味粉或白芝麻,七味粉或白芝麻,芝麻
醬油,醬油,醬油
米酒,米酒,米酒
味醂,味醂,味醂
韓式辣醬,韓式辣醬,米
市售板巧克力,市售板巧克力,牛奶
無鹽奶油,無鹽奶油,奶油
黑糖,黑糖,糖
雞蛋,雞蛋,雞蛋
低筋麵粉,低筋麵粉,麵粉
無糖可可粉,無糖可可粉,可可粉
腰果,腰果,腰果
蔓越莓,蔓越莓,蔓越莓
筊白筍,筊白筍,筊白筍
百頁豆腐,百頁豆腐,黃豆
香菇,香菇,香菇
蒜末.蔥末,蒜末.蔥末,蒜
醬油,醬油,醬油
鹽巴,鹽巴,鹽
棒腿肉,棒腿肉,雞肉
醬油,醬油,醬油
麻油,麻油,芝麻油
米酒,米酒,米酒
薑片,薑片,薑
辣椒,辣椒,辣椒
蒜,蒜,蒜
九層塔,九層塔,九層塔
鮭魚,鮭魚,鮭魚
芝麻鹽,芝麻鹽,芝麻
太白粉,太白粉,太白粉
米酒,米酒,米酒
鹽巴,鹽巴,鹽
薑片,薑片,薑
馬鈴薯,馬鈴薯,馬鈴薯
蕃茄醬,蕃茄醬,番茄醬
義大利香料,義大利香料,香料
雞胸肉,雞胸肉,雞肉
蒜末,蒜末,蒜
青蔥,青蔥,蔥
辣椒,辣椒,辣椒
辣豆腐乳,辣豆腐乳,豆腐
紅糟醬,紅糟醬,紅糟
糖,糖,糖
醬油膏,醬油膏,醬油膏
米酒,米酒,米酒
香油,香油,芝麻油
白胡椒,白胡椒,白胡椒
雞蛋,雞蛋,雞蛋
雞湯 or 水,雞湯 or 水,雞肉
鹽,鹽,鹽
（醬油 － 有就加）,,黃豆
（油 － 有就加）,,食用油
（米酒 － 有就加）,,米
（青蔥－有就加）,,青蔥
二層肉（ㄧ～二份）,二層肉,豬肉
五香豆干,五香豆干,豆干
蔥（小支）,蔥,蔥
辣椒（去籽）,辣椒,辣椒
油,油,食用油
米酒,米酒,米酒
醬油,醬油,醬油
二號砂糖,二號砂糖,砂糖
雞腿切塊,雞腿切塊,雞肉
小顆馬鈴薯,小顆馬鈴薯,馬鈴薯
蒜頭,蒜頭,蒜
新鮮迷迭香,新鮮迷迭香,迷迭香
橄欖油,橄欖油,橄欖油
香菇素蠔油,香菇素蠔油,蠔油
米酒,米酒,米酒
砂糖,砂糖,糖
黑胡椒,黑胡椒,黑胡椒
水,水,水
黃瓜,黃瓜,黃瓜
彩椒,彩椒,彩椒
蒜頭,蒜頭,蒜
糖,糖,糖
醋,醋,白醋
鹽巴,鹽巴,鹽
麻油,麻油,芝麻油
香菜（可省略）,香菜,香菜
蔥（可省略）,蔥,蔥
番茄,番茄,番茄
蛋,蛋,雞蛋
蔥段,蔥段,蔥
柴魚粉,柴魚粉,柴魚粉
塩,塩,鹽
糖,糖,糖
泡麵,泡麵,小麥
雞腿肉,雞腿肉,雞肉
洋蔥,洋蔥,洋蔥
日式醬汁(麺つゆ),日式醬汁,大豆
水,水,水
日式高湯粉,日式高湯粉,魚肉
糖或味醂,糖或味醂,米
豬肉片,豬肉片,豬肉
薑泥,薑泥,薑
醬油,醬油,醬油
味霖,味霖,味醂
砂糖,砂糖,糖
酒,酒,酒
碗豆苗,碗豆苗,碗豆
切下的空心菜梗,切下的空心菜梗,空心菜
雞蛋,雞蛋,雞蛋
蝦仁,蝦仁,蝦
豬絞肉,豬絞肉,豬肉
冷飯,冷飯,米
冷凍蔬菜,冷凍蔬菜,蔬菜
淡色醬油,淡色醬油,醬油
鹽,鹽,鹽
番茄,番茄,番茄
雞蛋,雞蛋,雞蛋
麵條,麵條,麵條
蔥,蔥,蔥
蒜頭,蒜頭,蒜
鹽巴,鹽巴,鹽
白胡椒粉,白胡椒粉,白胡椒粉
蝦皮,蝦皮,蝦肉
薄切牛小排,薄切牛小排,牛肉
梅花豬肉片,梅花豬肉片,豬肉
甜椒,甜椒,甜椒
洋蔥,洋蔥,洋蔥
聖女小蕃茄,聖女小蕃茄,番茄
玉米筍,玉米筍,玉米筍
秋葵,秋葵,秋葵
橄欖油,橄欖油,橄欖油
醬油,醬油,醬油
蜂蜜,蜂蜜,蜂蜜
番茄醬,番茄醬,番茄醬
洋蔥碎末,洋蔥碎末,洋蔥
蒜頭,蒜頭,蒜
沙茶燒烤醬,沙茶燒烤醬,食用油
冬粉,冬粉,冬粉
豬絞肉,豬絞肉,豬肉
蒜末,蒜末,蒜
薑末,薑末,薑
蔥末,蔥末,蔥
豆瓣醬,豆瓣醬,豆瓣醬
醬油,醬油,醬油
糖,糖,糖
香油,香油,芝麻油
白米或糙米,白米或糙米,米
麻油,麻油,芝麻油
薑片,薑片,薑
蒜末,蒜末,蒜
乾香菇,乾香菇,香菇
杏鮑菇、白精靈菇..等各菇類,杏鮑菇、白精靈菇..等各菇類,菇
三色蔬菜,三色蔬菜,蔬菜
雞胸肉或去骨雞腿,雞胸肉或去骨雞腿,雞肉
米酒,米酒,米酒
白胡椒粉,白胡椒粉,白胡椒粉
杏鮑菇,杏鮑菇,杏鮑菇
醬油,醬油,醬油
胡椒鹽,胡椒鹽,鹽
七味粉(可省略),七味粉,香料
熱水,熱水,水
寒天條,寒天條,海帶
水,水,水
白飯,白飯,米飯
高麗菜,高麗菜,高麗菜
毛豆,毛豆,黃豆
杏鮑菇,杏鮑菇,杏鮑菇
蒜末,蒜末,蒜
蔥花,蔥花,蔥
澎湖干貝醬,澎湖干貝醬,干貝
魷魚腳（8分熟）,魷魚腳,魷魚
小黃瓜,小黃瓜,小黃瓜
蔥,蔥,蔥
蕃茄醬,蕃茄醬,番茄醬
醬油膏,醬油膏,醬油膏
烏醋,烏醋,烏醋
糖,糖,糖
蒜末,蒜末,蒜
香油,香油,芝麻油
薑末,薑末,薑
麵線,麵線,麵線
苦茶油,苦茶油,食用油
柴魚,柴魚,魚肉
蔥花,蔥花,蔥
醬油,醬油,醬油
絞肉,絞肉,豬肉
豆干切丁,豆干切丁,豆腐
麵條,麵條,麵條
雞蛋 煎熟備用,雞蛋 煎熟備用,雞蛋
黃瓜切絲,黃瓜切絲,黃瓜
胡蘿蔔切絲,胡蘿蔔切絲,胡蘿蔔
蔥花,蔥花,蔥
蛤蠣,蛤蠣,蛤蠣
米酒,米酒,米酒
和風醬油,和風醬油,醬油
奶油,奶油,奶油
檸檬,檸檬,檸檬
九層塔,九層塔,九層塔
薑末,薑末,薑
蒜末,蒜末,蒜
辣椒末,辣椒末,辣椒
牛肉片,牛肉片,牛肉
雞蛋（打散）,雞蛋,雞蛋
白飯,白飯,米飯
蔥花,蔥花,蔥
醬油,醬油,醬油
白胡椒粉,白胡椒粉,白胡椒粉
鹽巴,鹽巴,鹽
醬油,醬油,醬油
米酒,米酒,米酒
藕粉或太白粉,藕粉或太白粉,澱粉
沙拉油,沙拉油,食用油
大雞腿,大雞腿,雞肉
醬油,醬油,醬油
二砂糖,二砂糖,糖
罐裝啤酒,罐裝啤酒,麥
老薑,老薑,薑
牛肋條,牛肋條,牛肉
辣椒,辣椒,辣椒
米酒,米酒,米酒
醬油,醬油,醬油
蠔油,蠔油,蠔油
絲瓜,絲瓜,絲瓜
蛤蠣,蛤蠣,蛤蠣
薑,薑,薑
蔥,蔥,蔥
蒜,蒜,蒜
糖,糖,糖
水,水,水
豬肉碎,豬肉碎,豬肉
包菜,包菜,高麗菜
白芝麻,白芝麻,芝麻
水,水,水
醬油,醬油,醬油
芝麻油,芝麻油,食用油
胡椒粉,胡椒粉,胡椒
豬梅花肉絲,豬梅花肉絲,豬肉
高麗菜,高麗菜,高麗菜
蔥花,蔥花,蔥
雞蛋,雞蛋,雞蛋
白飯,白飯,米飯
醬油,醬油,醬油
鹽,鹽,鹽
味精,味精,味精
白胡椒粉,白胡椒粉,白胡椒粉
100%純米米粉,100%純米米粉,米
塩烤雞胸肉,塩烤雞胸肉,雞肉
乾香菇／蝦米,乾香菇／蝦米,蝦米
高麗菜,高麗菜,高麗菜
紅蘿蔔,紅蘿蔔,紅蘿蔔
生辣椒,生辣椒,辣椒
油蔥酥,油蔥酥,油蔥酥
白芝麻油,白芝麻油,食用油
白胡椒粉,白胡椒粉,白胡椒粉
水／高湯,水／高湯,豬肉
牛肉,牛肉,牛肉
奶油,奶油,奶油
蒜頭,蒜頭,蒜
鹽與胡椒,鹽與胡椒,胡椒
春筍,春筍,筍
鹹鴨蛋,鹹鴨蛋,鴨蛋
蔥,蔥,蔥
蒜末,蒜末,蒜
糖,糖,糖
油,油,食用油
米酒,米酒,米酒
雞腿肉,雞腿肉,雞肉
老薑片,老薑片,薑
蒜仁,蒜仁,蒜頭
辣椒,辣椒,辣椒
蔥段,蔥段,蔥
九層塔,九層塔,九層塔
冰糖,冰糖,糖
麻油,麻油,芝麻油
醬油,醬油,醬油
米酒,米酒,米酒
麻油,麻油,芝麻油
中卷,中卷,中卷
老薑片,老薑片,薑
蒜仁,蒜仁,蒜頭
辣椒段,辣椒段,辣椒
蔥段,蔥段,蔥
九層塔,九層塔,九層塔
冰糖,冰糖,糖
麻油,麻油,芝麻油
醬油,醬油,醬油
米酒,米酒,米酒
麻油,麻油,芝麻油
杏鮑菇,杏鮑菇,杏鮑菇
老薑片,老薑片,薑
辣椒段,辣椒段,辣椒
蒜仁,蒜仁,蒜頭
蔥段,蔥段,蔥
九層塔,九層塔,九層塔
冰糖,冰糖,糖
麻油,麻油,芝麻油
醬油,醬油,醬油
米酒,米酒,米酒
麻油,麻油,芝麻油
豬肉絲,豬肉絲,豬肉
洋蔥絲,洋蔥絲,洋蔥
蔥絲,蔥絲,蔥
辣椒絲,辣椒絲,辣椒
甜麵醬,甜麵醬,黃豆
味噌,味噌,味噌
米酒,米酒,米酒
高湯,高湯,高湯
糖,糖,糖
筊白筍,筊白筍,筊白筍
鹹蛋,鹹蛋,雞蛋
蒜末,蒜末,蒜
薑末,薑末,薑
蔥花,蔥花,蔥
辣椒段,辣椒段,辣椒
鹽,鹽,鹽
糖,糖,糖
洋蔥絲,洋蔥絲,洋蔥
雞蛋,雞蛋,雞蛋
紅蘿蔔絲,紅蘿蔔絲,紅蘿蔔
蔥花,蔥花,蔥
薑末,薑末,薑
鹽,鹽,鹽
魷魚花,魷魚花,魷魚
蒜仁,蒜仁,蒜頭
蔥段,蔥段,蔥
花生,花生,花生
乾辣椒,乾辣椒,辣椒
花椒油,花椒油,食用油
醬油,醬油,醬油
米酒,米酒,米酒
番茄醬,番茄醬,番茄醬
糖,糖,糖
白醋,白醋,白醋
鮪魚罐頭,鮪魚罐頭,鮪魚
蘆筍,蘆筍,蘆筍
大蒜,大蒜,蒜
洋蔥,洋蔥,洋蔥
義大利麵直麵,義大利麵直麵,麵粉
橄欖油,橄欖油,橄欖油
黑胡椒,黑胡椒,黑胡椒
鹽巴,鹽巴,鹽
雞蛋,雞蛋,雞蛋
稗雍生火腿切片,稗雍生火腿切片,豬肉
生洋蔥末,生洋蔥末,洋蔥
義大利莎法紐初榨橄欖油,義大利莎法紐初榨橄欖油,食用油
西班牙甜椒粉,西班牙甜椒粉,甜椒粉
鴻喜菇,鴻喜菇,鴻喜菇
雪白菇,雪白菇,菇
舞菇,舞菇,舞菇
紅椒黃椒,紅椒黃椒,甜椒
蔥段,蔥段,蔥
醬油,醬油,醬油
糖,糖,糖
胡椒粉,胡椒粉,胡椒
麻油,麻油,芝麻油
米酒,米酒,米酒
蒜末,蒜末,蒜
牛番茄,牛番茄,番茄
雞蛋,雞蛋,雞蛋
各式麵類,各式麵類,麵粉
蔥,蔥,蔥
鹽,鹽,鹽
香油,香油,芝麻油
小黃瓜,小黃瓜,小黃瓜
豬肉,豬肉,豬肉
蒜頭,蒜頭,蒜
醬油,醬油,醬油
水,水,水
鹽,鹽,鹽
麻油,麻油,芝麻油
薑薄片,薑薄片,薑
黑木耳切塊,黑木耳切塊,木耳
九層塔,九層塔,九層塔
米酒,米酒,米酒
醬油膏,醬油膏,醬油膏
鹽,鹽,鹽
黑糖,黑糖,糖
水（適量）,水,水
印尼乾麵,印尼乾麵,麵粉
雞蛋,雞蛋,雞蛋
雞胸肉,雞胸肉,雞肉
薑黃拉麵,薑黃拉麵,麵粉
洋蔥,洋蔥,洋蔥
老薑絲,老薑絲,薑
蔥段,蔥段,蔥
醬油,醬油,醬油
油膏,油膏,食用油
砂糖,砂糖,糖
黑胡椒粒,黑胡椒粒,胡椒粒
水,水,水
洋蔥絲,洋蔥絲,洋蔥
高麗菜絲,高麗菜絲,高麗菜
紅蘿蔔絲,紅蘿蔔絲,紅蘿蔔
罐頭玉米粒,罐頭玉米粒,玉米
蔥花,蔥花,蔥
味噌,味噌,味噌
米酒,米酒,米酒
味醂,味醂,味醂
糖,糖,糖
醬油,醬油,醬油
筆尖麵條,筆尖麵條,麵粉
栗子南瓜,栗子南瓜,南瓜
碎牛肉,碎牛肉,牛肉
培根,培根,培根
舞菇,舞菇,舞菇
蒜頭,蒜頭,蒜
奶油,奶油,奶油
帕馬桑起司,帕馬桑起司,起司
秋葵,秋葵,秋葵
雞蛋豆腐,雞蛋豆腐,豆腐
白芝麻,白芝麻,芝麻
昆布香菇醬油,昆布香菇醬油,大豆
韓國辣醬,韓國辣醬,黃豆
醋,醋,白醋
糖,糖,糖
馬鈴薯,馬鈴薯,馬鈴薯
塩,塩,鹽
尖管麵,尖管麵,麵粉
蒜頭,蒜頭,蒜
節瓜,節瓜,節瓜
櫻桃蕃茄,櫻桃蕃茄,番茄
羅勒,羅勒,羅勒
花枝丸,花枝丸,花枝丸
食用油,食用油,食用油
胡椒鹽,胡椒鹽,鹽
食用水,食用水,水
辣椒,辣椒,辣椒
青蔥,青蔥,蔥
雞蛋,雞蛋,雞蛋
醬油,醬油,醬油
醋,醋,白醋
糖,糖,糖
蒜末,蒜末,蒜
豆芽,豆芽,豆
青蔥(或韭菜),青蔥,蔥
鹽,鹽,鹽
培根,培根,培根
蛋,蛋,雞蛋
鮮奶油,鮮奶油,鮮奶油
義大利麵,義大利麵,義大利麵
粗黑胡椒粉,粗黑胡椒粉,胡椒
鹽,鹽,鹽
起司粉,起司粉,起司
鱈魚,鱈魚,鱈魚
蔥,蔥,蔥
蒜,蒜,蒜
辣椒,辣椒,辣椒
老薑或薑絲,老薑或薑絲,薑
蒜頭（先稍微拍裂）,蒜頭,蒜
米酒,米酒,米酒
醬油膏,醬油膏,醬油膏
吐司,吐司,吐司
火腿,火腿,豬肉
起司,起司,起司
牛肉片,牛肉片,牛肉
番茄,番茄,番茄
柴魚醬油,柴魚醬油,柴魚
葡萄柚汁或檸檬汁,葡萄柚汁或檸檬汁,葡萄柚
洋蔥,洋蔥,洋蔥
九層塔或蘿勒,九層塔或蘿勒,九層塔
市售仙草,市售仙草,仙草
鮮奶,鮮奶,牛奶
雞皮,雞皮,雞肉
(調味料)鹽巴,鹽巴,鹽
(調味料)七味粉,七味粉,香料
雞蛋豆腐,雞蛋豆腐,豆腐
蔥白,蔥白,蔥
蔥綠,蔥綠,蔥
醬油:醬油膏:水,醬油:醬油膏:水,黃豆
水蓮,水蓮,水蓮
新鮮香菇,新鮮香菇,香菇
薑絲,薑絲,薑
蒜片,蒜片,蒜
米酒,米酒,米酒
鹽,鹽,鹽
薑黃黑糖,薑黃黑糖,薑黃
鮮奶,鮮奶,牛奶
冰塊,冰塊,水
酪梨,酪梨,酪梨
紅椒,紅椒,甜椒
甜椒,甜椒,甜椒
牛蕃茄,牛蕃茄,番茄
四季豆,四季豆,四季豆
美白菇,美白菇,菇
蘆筍,蘆筍,蘆筍
板豆腐,板豆腐,豆腐
青蔥,青蔥,蔥
醬油,醬油,醬油
肉絲,肉絲,肉
紅辣椒絲,紅辣椒絲,辣椒
醃料,醃料,無法判斷
米酒,米酒,米酒
醬油膏,醬油膏,醬油膏
白胡椒粉,白胡椒粉,白胡椒粉
雪花牛,雪花牛,牛肉
青蔥,青蔥,蔥
照燒醬,照燒醬,黃豆
白芝麻,白芝麻,芝麻
麵粉,麵粉,麵粉
白蝦,白蝦,蝦
油,油,食用油
蒜瓣,蒜瓣,大蒜
蔥,蔥,蔥
薑,薑,薑
酒,酒,酒
黑胡椒,黑胡椒,黑胡椒
鹽,鹽,鹽
杏鮑菇,杏鮑菇,杏鮑菇
洋蔥,洋蔥,洋蔥
甜椒,甜椒,甜椒
蒜頭,蒜頭,蒜
黑胡椒,黑胡椒,黑胡椒
橄欖油,橄欖油,橄欖油
雞胸肉,雞胸肉,雞肉
雞蛋,雞蛋,雞蛋
蔥花,蔥花,蔥
芝麻醬,芝麻醬,芝麻
寬冬粉or涼皮,寬冬粉or涼皮,澱粉
牛肉,牛肉,牛肉
蘋果泡菜,蘋果泡菜,蘋果
起司,起司,起司
蛋,蛋,雞蛋
蔥,蔥,蔥
鹽,鹽,鹽
水,水,水
味噌包,味噌包,黃豆
紫菜,紫菜,紫菜
豆腐,豆腐,豆腐
柴魚,柴魚,魚肉
蔥珠,蔥珠,蔥
高湯（沒有高湯用水也可以）,高湯,高湯
蝦子,蝦子,蝦
鳳梨罐頭,鳳梨罐頭,鳳梨
地瓜粉,地瓜粉,地瓜粉
蛋白,蛋白,雞蛋
沙拉醬,沙拉醬,沙拉醬
鹽,鹽,鹽
螺旋麵,螺旋麵,麵粉
香料,香料,香料
川耳 (或木耳),川耳 ,川耳
麻油,麻油,芝麻油
醋,醋,白醋
薑末,薑末,薑
蒜末,蒜末,蒜
醬油膏,醬油膏,醬油膏
寵鮮包 好給力口味,寵鮮包 好給力口味,無
小黃瓜、黃甜椒、番茄或五色蔬菜,小黃瓜、黃甜椒、番茄或五色蔬菜,小黃瓜
馬鈴薯或根莖類,馬鈴薯或根莖類,馬鈴薯
無糖原味優格,無糖原味優格,優格
蜂蜜,蜂蜜,蜂蜜
寵香鬆,寵香鬆,豬肉
蒜泥,蒜泥,蒜
寵鮮包 好給力口味,寵鮮包 好給力口味,無
小黃瓜、黃甜椒、番茄或五色蔬菜,小黃瓜、黃甜椒、番茄或五色蔬菜,小黃瓜
馬鈴薯或根莖類,馬鈴薯或根莖類,馬鈴薯
熟白芝麻或黑芝麻,熟白芝麻或黑芝麻,芝麻
亞麻仁油,亞麻仁油,食用油
白開水,白開水,水
蘋果醋,蘋果醋,醋
蜂蜜,蜂蜜,蜂蜜
寵鮮包 好給力口味,寵鮮包 好給力口味,無
新鮮五色蔬菜,新鮮五色蔬菜,蔬菜
南瓜,南瓜,南瓜
寵物起司條,寵物起司條,牛奶
鮭魚,鮭魚,鮭魚
菠菜,菠菜,菠菜
蛋,蛋,雞蛋
糙米,糙米,糙米
藜麥quinoa,藜麥quinoa,藜麥
鹽巴,鹽巴,鹽
黑胡椒粉,黑胡椒粉,胡椒粉
香油(可省),香油,芝麻油
冬粉,冬粉,冬粉
蒜末,蒜末,蒜
辣椒末,辣椒末,辣椒
薑末,薑末,薑
蔥末,蔥末,蔥
豬絞肉,豬絞肉,豬肉
醬油,醬油,醬油
水,水,水
辣豆瓣醬,辣豆瓣醬,豆瓣醬
糖,糖,糖
香油,香油,芝麻油
吐司,吐司,吐司
雞肉絲,雞肉絲,雞肉
起司條,起司條,起司
牛油,牛油,牛肉
蕃茄醬,蕃茄醬,番茄醬
細砂糖,細砂糖,糖
金黃糖漿（轉化糖漿）,金黃糖漿,糖
小蘇打粉Baking soda,小蘇打粉Baking soda,小蘇打粉Baking soda
檳榔心芋,檳榔心芋,芋頭
糖,糖,糖
熱水,熱水,水
意大利麵,意大利麵,麵粉
鮮蝦,鮮蝦,蝦
蒜蓉,蒜蓉,蒜頭
奶油,奶油,奶油
檸檬汁,檸檬汁,檸檬
檸檬皮,檸檬皮,檸檬
巴西里,巴西里,巴西里
紫茄子,紫茄子,茄子
紅蘿蔔,紅蘿蔔,紅蘿蔔
九層塔,九層塔,九層塔
香菇素蠔油,香菇素蠔油,蠔油
白芝麻,白芝麻,芝麻
熱水,熱水,水
