ingredients,Unit,Grams_Per_Unit
溫水,碗,250.0
冷凍蔥油餅,張,100.0
鮮筍,條,30.0
大白菜葉片,片,30.0
肉魚,尾,300.0
海鱼,片,100.0
甘醋蘿蔔漬,段,40.0
牛肉,約1/2斤,250.0
鮮百合,顆,10.0
甘栗,顆,12.0
奇異果,顆,100.0
蘆筍,根,15.0
冰塊,顆,25.0
大骨,個,300.0
白滷汁滷包,個,60.0
香料:蔥,根,15.0
義大利風乾火腿,片,10.0
熟雞蛋,顆,50.0
竹筷,一支,100.0
"其他：
洋蔥絲",半顆,75.0
辣椒片,根,10.0
荷蘭芹,枝,5.0
湯鍋,個,0.0
紅羅蔔,條,100.0
肋眼牛肉,~8kg,8000.0
西芹,顆,50.0
法式辣跟,半瓶,125.0
A.蘑菇,顆,15.0
羊排,片,150.0
豬蹄,塊,500.0
洋蔥丁,個,150.0
花枝薄片,片,5.0
草茹,粒,20.0
辣椒薄片,條,5.0
扇貝,片,30.0
冬粉,綑,50.0
橄欖油,大湯匙,14.0
月桂葉,-3片,1.5
速食乾燥牛肉原料,大湯匙,10.0
豆腐蛋糕,片,50.0
培根末,湯匙,5.0
紅蟳,隻(10兩),378.0
德式香腸片,條,100.0
消化餅,片,15.0
"柳橙醬汁材料：
柳橙汁",個,200.0
魷魚,條,300.0
蝦米,數隻,0.5
"滷豬肚材料：
蔥",支,10.0
"材料Ａ：
大白菜",葉,50.0
"材料Ｂ：
蔥",支,10.0
玉米筍,顆,150.0
寒天條,包,250.0
燻鮭魚,片,100.0
牛肉火鍋肉片,盒,250.0
奶油杏仁餅,片,20.0
義大利節瓜,條,200.0
雞粉,少匙,1.0
肥五花肉,小塊,100.0
鮮筍,個,300.0
醬油露,+1/2,0.0
蜜棗,個,1000.0
蛤蠣,個,20.0
培根麵包,個,100.0
新鮮鯛魚,片,120.0
東山鴨頭滷包,包,500.0
巧克力專用叉子,對,0.0
"滷汁：
滷包",個,150.0
法蘭克福腸,條,50.0
豬肋排,支,200.0
"配料1：
番茄醬",罐,400.0
"配料2：
起司絲",包,200.0
"配料3：
青椒",個,100.0
"滷汁材料A：
蔥",根,10.0
圓形甜不辣,片,20.0
蘆筍,隻,50.0
C.蒜,顆,5.0
F.大亨堡,個,150.0
3.小黃瓜,條,150.0
鮑魚菇,片,5.0
油條,支,60.0
醃漬紅梅,顆,20.0
辣椒片,片,2.0
鴨兒芹葉,片,0.5
盒裝豆腐,又1/2盒,350.0
野薑葉,片,0.5
粉漿:蛋黃,顆,18.0
起酥皮,數張,250.0
杜仲,片,3.0
瓦鍋,個,0.0
辣椒,∼5公克,5.0
蒜豆,粒,5.0
青江菜心,朵,150.0
柳松菇,包,100.0
麵煎餅麵糊,份,250.0
中東25頭鮑魚,數個,200.0
鵝掌,只,30.0
紅椒段,個,5.0
大蒜片,顆,1.5
豬油,約600㏄,600.0
C.老薑片,片,8.0
鳯梨,半顆,100.0
飯,大碗,250.0
鮮蚵,塊,150.0
紅面番鴨,隻,2000.0
薑母鴨藥材,包,100.0
草莓麻糬皮,片,15.0
圓形蛋糕片,片,80.0
水波蛋1,顆,55.0
"鍋底：
牛蕃茄",顆,300.0
新鮮蕃茄汁,瓶,750.0
李錦記黑胡椒肉片醬,包,100.0
三色甜椒,各適量,0.0
牛頭牌原味高湯,CC,1.0
紅蘿蔔條燙熟,條,20.0
蛋卷,條,65.0
魚粄,片,15.0
白甘蔗滷汁,鍋,0.0
"中藥材：
當歸",錢7分,2.625
川芎,錢5分,1.875
枸杞,錢2分,0.75
熟地,錢7分,2.625
桂枝,錢5分,1.875
紅棗,錢5分,1.875
芒果冰淇淋,大球,60.0
新鮮九層塔,小把,20.0
"內餡材料1：
蝦仁",公,1.0
"內餡材料2：
韭菜",條,0.5
A.蕃茄,個,180.0
B.小辣椒,根,4.0
捲餅皮,片,8.0
蘿蔔乾,碗,200.0
奶油乳酪,ｇ,1.0
"鍋底：
原味高湯",罐,350.0
風雞腿,支,200.0
在來米粉,杯滿,160.0
"餡料：
香菇",朵,20.0
紅辣椒,O公克,28.35
麥芽糖貽,又1/2匙,5.0
盒豆腐,盒,200.0
"爆香料：
蔥白段",數支,25.0
厚桂皮,支,25.0
"滷汁：
米酒",瓶,500.0
A.綠蘆筍,隻,100.0
中粗米粉,包,200.0
蒜頭末,個,50.0
精緻橄欖油,湯匙,15.0
白葡萄酒,CC,1.0
柳橙切片,個,50.0
"材料Ａ：
魚醬罐頭",罐,300.0
水管通心粉,包,200.0
Ａ.鹽,又1/4小匙,1.25
香菇,躲,50.0
蕃茄糊罐頭,罐,300.0
冬瓜頭,個,1000.0
乾瓢,條,20.0
香腸,片,15.0
酸黃瓜,小條,10.0
C.美生菜,片,15.0
乾香菇,朶,50.0
鮮黑木耳,片,15.0
"瀏陽豆豉醬材料：
絞肉",碗,150.0
蒜末,碗,150.0
紅辣椒,隨意,0.0
醬油,∼2大匙,15.0
霸王蟹蟹腳,隻,100.0
千張,小張,5.0
2.蕃茄,個,50.0
新鮮腰子,付,100.0
黑麻油,小碗,80.0
老薑片,小碗,80.0
去骨清雞腿,隻,100.0
奶油,-3大匙,15.0
4.罐裝櫻桃醬,罐,300.0
川耳,?,0.0
去骨半土雞胸肉,塊,100.0
孔雀貝,個,50.0
蟹,隻,100.0
1.沙朗牛肉,片,15.0
丸子,任選,0.0
3.辣泡菜,盤,200.0
雞胸肉,隻,100.0
玉米粉,湯匙,15.0
虱目魚,半尾,100.0
蔥,半支,12.5
薑,半兩,18.9
炸土司塊,塊,100.0
酒,湯匙,15.0
新鮮紅蔥頭,顆,80.0
青豆仁,約12顆,0.0
山葵,包,200.0
乳酪餅,片,15.0
蒜末,∼4顆,0.0
酸菜心,個,50.0
"內餡：
地瓜",又1/2條,10.0
紫色甜椒,顆,150.0
1.塔克皮,張,10.0
彼士裘依蛋糓,片,120.0
青耆,片,2.0
金桔,∼3粒,15.0
紫蘇梅,∼6顆,20.0
大蕃茄,個,200.0
魷魚片,片,100.0
烏殼筍,條,15.0
"材料Ａ：
茭白筍",支,150.0
香蕉,∼3支,120.0
香辣滷水,鍋,3000.0
櫛瓜,根,300.0
香蘋茶包,包,3.0
醃清紫蘇梅,碗,150.0
青耆,∼10片,2.0
川芎,∼4片,3.0
菠菜葉,∼5片,1.5
柳橙,∼2顆,180.0
香蕉油,∼3滴,0.1
1.紅蕃茄,個,200.0
鋁泊紙,張,15.0
羅馬蕃茄,顆,80.0
玉米穀片,盒,400.0
鋁箔杯,個,15.0
蘆荀,支,75.0
蒟蒻絲,盒,150.0
葡萄,∼6顆,6.0
新鮮迷跌香,束,20.0
各類堅果雜糧,共150g,150.0
鱈魚片,塊,150.0
荸薺,∼4顆,20.0
胡蘿菠,根,75.0
板蒟蒻,塊,150.0
香菇,朵,20.0
A.黑色蒟蒻,塊,75.0
菊苣,小顆,0.8
脆皮麵糰,份,50.0
Ａ.土司麵包,片,28.0
"調味料：
醬油",∼3大匙,18.0
糖,∼2大匙,13.0
水,∼7碗,200.0
虱目魚肚,塊,30.0
水約,Ｃ.Ｃ.,1.0
小蕃茄,粒,20.0
綠蘆筍,支,15.0
土司麵包,片,28.0
麻油,∼3大匙,14.0
歐石南,湯匙,1.5
蕃茄蒟蒻豆腐,塊,350.0
葡萄柚醬,湯匙,5.0
蔘鬚,小把,15.0
"芶芡材料：
太白粉",大,0.0
薄荷葉,∼5片,0.5
水,Ｃ.Ｃ.,1.0
蕃茄塊,顆,50.0
香蘭精,∼2滴,0.1
香椿葉,片,0.2
牛腱心,條,50.0
滷包:草果,顆,15.0
聖女蕃茄,顆,20.0
茭白筍,根,150.0
彼士裘依蛋糓,片,120.0
香菇,朵],15.0
麦芽糖,∼2大匙,40.0
板蒟蒻,片,0.5
飲用水,ｃｃ,1.0
白麴,粒,0.1
蛋,∼3個,165.0
薄片土司,片,20.0
紅滷水滷包,個,100.0
滷汁:滷汁,CC,1.0
燙好的雞肉,塊,120.0
年糓條,條,25.0
蔥末,碗,50.0
紹興酒,∼1杯,240.0
冷開水,∼14碗,2800.0
檸檬,∼2個,200.0
鋁箔紙,小張,0.0
"餡料：
蕃茄醬",酌量,0.0
淮七,錢,3.75
荳蔻,錢,3.75
炙耆,錢,3.75
荷蘭芹,錢,3.75
茵陳蒿,錢,3.75
沸水,Ｃ.Ｃ.,1.0
蜂蜜,Ｃ.Ｃ.,1.4
糖水,Ｃ.Ｃ.,1.2
麵腸,∼3條,30.0
匈牙利紅椒粉,湯匙,3.0
乾瓢煮,~4條,30.0
錫箔紙20公分,張,0.0
香菇,∼8朵,120.0
玻璃甕,個,50.0
白酒麴,個,10.0
小金桔,顆,12.0
麵麩,∼8個,800.0
滷汁:水,CC,1.0
翅小腿,隻,25.0
日式細麵,梱,90.0
蕎麥麵,梱,90.0
蕃茄醬,大匙半,22.5
切片土司,片,25.0
鮮美露,ＣＣ,1.0
黃豆干,塊,50.0
動物性鮮奶油,CC,1.0
韭菜,∼4支,20.0
鮮人蔘,條,30.0
"滷汁材料：
酒",CC,1.0
虱目魚肚,個,20.0
煙燻鮭魚,片,25.0
蒟蒻絲,束,75.0
洋葱,個,175.0
福圓,顆,50.0
紅棗,-4顆,24.0
"火鍋料：
高麗菜",顆,100.0
高湯,∼4杯,960.0
荸薺,公公克,1.0
鯷魚,片,25.0
鹽水雞腿,隻,200.0
芝心披薩麵皮,片,100.0
"營養三明治材料：
船型麵包",個,100.0
里肌肉片,片,60.0
薑,∼5片,5.0
"配料：
鮪魚",罐,150.0
"鍋底：
番茄",顆,180.0
市售萬用滷包,個,20.0
青蒜段,支,20.0
辣椒段,條,10.0
肉臊滷汁,鍋,0.0
膳魔師達人原味平底鍋,只,0.0
大蔥,支,200.0
"鍋底：
去骨雞腿",隻,150.0
"煮物料：
粿仔條",包,400.0
蘿蔓葉,片,0.5
去骨大里肌片,片,100.0
醬油,大匙肉片,0.0
里肌排,片,80.0
"烤醬：
冷凍香茅",根,20.0
醃蘿蔔片,片,18.0
奶油炒飯,人份,400.0
鰱魚頭,顆,750.0
紅籮蔔,條,150.0
臘鴨腿,隻,280.0
蕃茄粒罐頭,罐,400.0
蔘鬚,支,15.0
白麴,顆,750.0
C.棉花糖,個,7.0
綜合魯包,包,350.0
芥菜心,棵,200.0
乾百合,棵,80.0
鯽魚,尾,1500.0
水,∼2000㏄,1.0
黃甜椒,粒,200.0
"滷汁材料：
料酒",CC,1.0
梅干菜,札,80.0
蠔乾,個,35.0
味附鮑魚,粒,5.0
翡翠青椒,個,200.0
蘿蔓生菜,片,3.0
鮮魚,條,450.0
橙,個,180.0
新鮮魷魚,尾,1000.0
鮭魚頭,個(約1斤左右),600.0
1.大黃皮,張,10.0
泡發干貝,大顆,15.0
蕃茄切片,片,18.0
鮑魚片,片,30.0
味噌,又1/2小匙,5.0
A.牛腱,個,75.0
青椒丁,顆,5.0
蕃茄湯底,鍋,0.0
魯大腸,條,75.0
蠔油,又1/2茶匙,4.5
湯底:大白菜,棵,1000.0
1.白土司,片,28.0
2.水,∼150g,1.0
雞腿,∼3隻,200.0
綠竹筍,∼3支,200.0
竹笙,隨意,0.0
粑粑絲,人份,80.0
咖哩塊,？公克,1.0
豬里肌排,片,150.0
柴魚,ｇ,1.0
美生葉,片,7.0
佃煮汁,鍋,0.0
白鯧魚,條,300.0
虱目魚,尾,15.0
乾瓢煮,條,10.0
餛飩,個,100.0
膳魔師時尚享瘦鍋,只,0.0
孛齊,粒,0.15
羅勒,片,0.6
鵝掌,支,30.0
潮式滷水,鍋,0.0
蕃茄醬,c.c,1.0
鯛魚下巴,片,75.0
紅椒絲,條,1.5
Ａ.長條法國麵包,段,80.0
Ｂ.羅蔓生菜,片,7.0
不沾鍋,只,0.0
醃燻淡菜,顆,300.0
蘿蔔,條,150.0
麦芽糖,大匙,21.0
麦芽,錢,3.75
世蒲鉾,包,0.0
石鍋餅麵糊,份,150.0
芹菜,株,75.0
"味噌煮汁：
醃漬梅",粒,15.0
鮑魚罐頭,罐,160.0
空心菜,根,15.0
凍豆腐,大塊,550.0
百香滷汁,鍋,0.0
鮪魚罐頭,個,175.0
寧波年糓,條,65.0
羊腱,顆,400.0
A.去皮蕃茄粒,顆,125.0
凍豆腐,片,30.0
2.高湯,杯,240.0
鴿蛋,粒,175.0
醬油,紹許,0.0
豬里肌肉,片,40.0
市售鹹蛋黃,顆,15.0
麦克雞塊,塊,20.0
雞里肌肉片,片,40.0
里肌肉,片,40.0
大里肌肉片,片,65.0
乾黑木耳,朶,2.0
燒賣皮,張,50.0
醋檸檬,片,7.0
2.廣式臘腸,條,75.0
高梁酒,小匙,5.0
A.蘋果,個,175.0
動物性奶油,c.c,0.95
蒜瓣,瓣,5.0
小紅椒,支,3.0
宜蘭蔥,根,15.0
洋蔥絲,半顆,87.5
紅蕃茄,片,20.0
煄鮭魚片,片,100.0
雞腿肉,塊,150.0
臘肉,片,40.0
火鍋豆腐,盒,300.0
牛番茄,個,200.0
A.檸檬香茅湯底,鍋,0.0
熟香蕉,根,120.0
酸黃瓜,根,30.0
B.漢堡包,顆,60.0
"裝飾：
酸黃瓜碎",根,30.0
海鱺魚,個,0.0
西洋生菜,片,8.0
鮮干貝,G,1.0
鮮香菇,~6朵,120.0
雞蛋布丁,顆,120.0
瓜仔肉,瓶,250.0
香菜碎,支,5.0
辣椒碎,條,10.0
醃冬瓜,小塊,50.0
松子,湯匙,12.0
排骨,片,120.0
A.糯米辣椒,條,10.0
濕木耳,片,10.0
巴西里,根,5.0
芹菜,枝,150.0
髒魚頭,半顆,500.0
白米飯,一碗,180.0
金針菇,束,120.0
A.雞胸排,副,180.0
乾香菇,?,0.0
鮮香菇,?,0.0
松茸,顆,100.0
鮮干貝,粒,20.0
墨西哥餅皮,張,30.0
杏鮑菇,顆,100.0
香菇,顆,20.0
雞架,副,750.0
隔夜飯,碗,180.0
蛋黃,小顆,18.0
土雞,隻(約1.5斤),900.0
長糯米,杯(泡3小時),180.0
鳳梨釋迦,又1/2顆,200.0
"裝飾：
哈蜜瓜果肉",片,20.0
韭菜花,支,15.0
美乃滋,湯匙,15.0
玉米,塊,80.0
荷葉餅,張,25.0
泰式河粉,包,250.0
鯛魚肉,個,150.0
熟雞胸肉,片,30.0
鋁箔碗,個,0.0
美奶滋,條,15.0
小鯽魚,尾,150.0
犢羊排,片,200.0
蔘鬚,枝,150.0
芹菜段,枝,150.0
鍋餅,張,50.0
Ａ.蘿蔔,條,100.0
蕃茄,兩顆,500.0
雞腳冽滷包,包,400.0
中芹菜,支,150.0
蘋果塊,顆,50.0
鯛魚下巴,個,75.0
腰子,個,200.0
紙棒,隻,0.0
Ａ.帶骨雞胸肉,個,350.0
香菇片,朶,20.0
A.豬心,個,300.0
B.草果,粒,7.0
2.紅蔥頭,粒,15.0
4.奶油,小塊,12.0
白菜,個,1000.0
豆腐,片,50.0
檸檬瓣,片,7.0
雞肉,隻,150.0
刈包,個,60.0
香菜,撮,1.0
熟牛肉漢堡排,份,120.0
磨菇濃湯罐頭,罐,400.0
乾南薑,片,3.0
紅美生菜,片,7.0
B.腐皮,張,15.0
芋頭,個(約1斤),600.0
"粉肝材料：
豬肝",片,40.0
薑片,∼5片,35.0
八角,∼5粒,25.0
桂皮,條,20.0
"米醬材料：
在來米粉",∼2大匙,18.0
鮭魚罐頭,罐,180.0
細蔥,根,4.0
歐芹,根,7.0
燻腿骨,支,200.0
糯米椒,根,7.0
A.海苔片,片,2.0
烤麩,小塊,25.0
鮮筍,支,300.0
膳魔師燜燒鍋,只,0.0
蛋白,半個,27.5
墨西哥餅,張,40.0
香菜,顆,10.0
粄條,塊,25.0
乾木耳,片,2.0
荷蘭豆,片,1.5
小棒腿,隻,40.0
小馬鈴薯,顆,75.0
小墨魚,隻,75.0
市售韓式泡菜,公克（帶汁）,1.0
"酥皮材料：
低筋麵粉",又1/2,0.0
"裝飾：
草莓",個,15.0
青椒片,片,7.0
竹筍片,支,300.0
大蕃茄塊,顆,200.0
陳年紹興酒,瓶,750.0
冷開水,∼4大匙,60.0
粉蒸粉,包,75.0
D.白土司,片,25.0
新鮮香菇,大朶,40.0
2.蝦仁,個,7.0
Ａ.鮮蝦,隻,15.0
新鮮百合,片,7.0
百果,顆,1.5
水,∼8碗,1760.0
桂皮,片,10.0
乾米粉,片,30.0
熟筍絲,支,30.0
高湯,Ｃ.Ｃ.,1.0
油,碗,180.0
洋葱,顆,150.0
青葱,根,15.0
"炸粉：
全蛋",顆,60.0
樹薯,個,150.0
魚划水,片,30.0
洋火腿,片,30.0
淡色醬油,㏄作法,0.0
蒜頭切末,粒,5.0
粉腸,串,50.0
赤翅仔,尾,80.0
"滷汁：
蔥",支,30.0
6.蛋糓體,片,50.0
雞里肌,條,50.0
魚骨高湯,碗,200.0
羅蔓生菜,顆,200.0
市售鰻魚,隻,150.0
A.魷魚,尾,80.0
瓠干,條,50.0
保潔膜,張,1.0
醬油,∼3滴,0.1
蘿曼,片,30.0
吉立丁片,片,2.0
鱸魚,一尾,80.0
A.鮑魚菇,盒,150.0
鮑魚,片,30.0
肉魽魚,尾,80.0
"田樂味噌醬：
蛋黃",顆,20.0
隔夜吐司,∼5片,150.0
黨參,片,30.0
梅子醋冽,個,20.0
4.蛋糓體,片,50.0
"抓麻材料：
蔥",支,30.0
喬麥麵,人份,150.0
枋魚,片,30.0
參鬚,小撮,5.0
魷魚身,隻,150.0
紐約克牛排,一塊,250.0
聖女蕃茄,個,15.0
蘿蔔嬰葉,小只,15.0
小紅蟳,隻,15.0
"蛋鬆：
雞蛋",顆,60.0
朝天椒,∼6根,30.0
B.罐頭鯷魚,條,50.0
市售浦燒鰻,條,50.0
韮菜花,小把,50.0
鯷魚,湯匙,15.0
鱈場蟹,隻,15.0
瓢乾,小條,50.0
虱目魚腹,片,30.0
桃太郎蕃茄,顆,150.0
金黃小蕃茄,顆,15.0
去籽乾紅椒,根,3.0
碎干貝,顆,5.0
蟹腳,支,50.0
穌皮,張,5.0
Ａ.白飯,碗,180.0
鮭魚頭,顆,750.0
百頁豆腐,條,300.0
蒜頭,粒,5.0
水,杯,240.0
鱸魚,條,400.0
青蔥,根,15.0
A.雞胸肉,片,180.0
B.紅椒,個,200.0
C.市售麵粉薄餅,片,45.0
豆仔魚,條,150.0
魚肉,片,150.0
福州魚丸,顆,20.0
B.甘蔗,公分,0.0
鮮蝦,支,20.0
5.藍莓餡,罐,500.0
A.傳統月餅皮,份,40.0
A.雞排,塊,200.0
C.高湯,碗,300.0
子薑,粒,20.0
豬後腿肉,半斤,250.0
小白菜,株,70.0
釋迦,顆,350.0
咖哩粉,湯匙,8.0
美式基礎鬆餅,片,60.0
德國香腸,支,120.0
"內餡：
火腿",片,15.0
香菜梗,支,2.0
雞腿排,塊,140.0
豆干,條,40.0
蔓越莓馬卡龍,個,15.0
蝴蝶果,顆,20.0
六角形慕斯模,個,0.0
水菜,小把,80.0
豆腐,人份,180.0
玫瑰花,朵,7.0
鱈魚片,尾,200.0
雞皮,大片,75.0
熟香菇,朵,15.0
醬油露,大匙,15.0
B.熱油,湯匙,14.0
小圓形慕斯模,個,0.0
土雞肉,隻,2000.0
鱈魚肝罐頭,盒,110.0
1.餡料皮,張,15.0
現成泡菜,罐,400.0
辣椒醬,小匙,5.0
日式年糕,塊,45.0
巧克力蛋糕,片,100.0
朝天椒,兩,50.0
聖底油精,瓶,0.0
軟麵粉薄烤餅,個,45.0
炙甘草,片,2.0
廣式臘鴨腿,隻,300.0
後腿肉,半斤,250.0
地瓜,半斤,250.0
D.去邊吐司,片,30.0
日光牌醬瓜,罐,400.0
"材料Ｃ：
青蒜",支,100.0
蘆筍,支,10.0
山東白菜,棵,1500.0
白蘿蔔,又1/2個,750.0
蔥,-5支,15.0
熟肥腸,條,50.0
1.紅燒湯頭,碗,250.0
5.波菜,支,20.0
Ａ.雞胸肉,大塊,250.0
Ｃ.全麥土司,片,28.0
Ｄ.美生菜,片,8.0
薑,段,35.0
韓式泡菜,小碗,120.0
川芎,分,0.5
杜仲,分,0.5
淮山,分,0.5
何首烏,錢,5.0
熟地,分,0.5
1.鮑魚,個,300.0
2.薑片,片,4.0
Ａ.牛肉片,大片,55.0
清水,c.c.,1.0
二節翅,支,40.0
巧克力蛋糕,個1個,200.0
肝連,對,200.0
牛肩排,片,65.0
新鮮蔓越莓果,顆,3.0
貝妮矽膠模,個,0.0
香蕉,一根,120.0
豆腐丁,塊,15.0
麻婆豆腐醬,包,100.0
腐乳,塊,25.0
紫菜,小片,1.5
雞蛋,G,1.0
馬鈴薯,又1/2個,225.0
罐裝紅燒鰻,罐,150.0
甜豆,支,5.0
紹興酒,數滴,0.05
寬冬粉(泡水),綑,75.0
帶骨排骨肉,片,60.0
低筋麵粉,又1/2茶匙,5.25
豬腦,付,120.0
A.太白粉,約2大匙,24.0
蕃茄,半個,75.0
香吉士,個,200.0
昆布,×10公分,15.0
"香料束：
紅蘿蔔",根,120.0
百里香,湯匙,6.0
2.老薑,片,4.0
3.刀切手工麵,人份,90.0
小青辣椒,條,8.0
泡辣椒,條,8.0
翡翠豆腐,塊,15.0
毛豆仁,數粒,0.8
枸杞,數顆,0.1
紅蘿蔔甜不辣,片,20.0
甜不辣片,片,20.0
蟹肉甜不辣,條,30.0
鮮香菇丁,朵,20.0
鯧魚,隻,400.0
大頭連魚頭,半只,400.0
竹輪,片,15.0
菲力牛肉片,片,50.0
板豆腐,約1/4塊,100.0
紅酒,湯匙,15.0
蘋果醋,又1/2湯匙,7.5
鳳梨,粒,1000.0
牛霜降烤肉片,盒,300.0
廣東A菜,束,250.0
青江菜段,棵,150.0
1.柳葉魚,尾,200.0
水,ｃｃ,1.0
法國麵包,根,280.0
香油,-3滴,0.0
哈密瓜薄片,片,15.0
水蜜桃片,片,20.0
素高湯,碗,300.0
滷熟豬耳朵,粒,30.0
白米飯,又1/2碗,100.0
沙茶雞排,塊,200.0
"炸粉：
全蛋",粒,55.0
草魚段,塊,250.0
鮑魚條,條,120.0
香菇條,個,20.0
火腿條,個,20.0
山藥條,個,20.0
雞胸肉,份,200.0
烏骨雞腳,隻,30.0
冬蟲夏草,錢,3.75
冰糖,g公克,1.0
青蟹,隻,300.0
蒜粒,顆,4.0
B.太白粉,約1碗,130.0
雞蛋麵,份,80.0
牛腱子心,個,65.0
白柚,顆,750.0
老油條,小段,25.0
雙層夾心餅皮,片,40.0
蛤,顆,150.0
通心粉,小碗,65.0
大白菜,半顆,750.0
楊梅果,顆,7.0
班節蝦,隻,35.0
薑黃飯,碗,200.0
黃玉米,條,180.0
棉布包,個,0.0
牛骨,又1/2公斤,500.0
芋頭,塊,300.0
豬排,塊,200.0
咖哩粉,大塊,50.0
黑木耳,朵(切丁),10.0
紅燒肉,片,30.0
飯,一碗,200.0
蝦蛋,酌量,0.0
蘆筍,∼2支,200.0
瓠乾,∼4條,28.0
壽司蛋,條,65.0
鬱金香粉,又1/2茶匙,1.5
甜味塔皮,吋2個,60.0
紅甜椒絲,片,5.0
黃甜椒絲,片,5.0
青椒絲,片,5.0
老椰子殼,個,0.0
梅花肉,條,15.0
溫泉蛋黃,顆,18.0
干瓢,條,15.0
豬腱,支,600.0
綜合什錦菇,盒,200.0
A.土司,片,30.0
魚片,片(12兩),450.0
義大利麵,包,450.0
豬里肉,條,15.0
前蹄豬腳,又1/2斤,300.0
醬油,鍋,750.0
蔥,∼3支,45.0
雞心辣椒,∼2支,16.0
培根片,條,15.0
1.里肉,片,120.0
羅勒葉,片,0.5
小可頌,個,20.0
鳳梨椰果罐頭片,罐,400.0
羊小排,根,150.0
乾魷魚,半斤,300.0
牛尾湯,罐,400.0
A.香蕉,條,15.0
起司片,大片,20.0
大黃皮,張,30.0
餅皮,張,40.0
迷迭香草,支,7.0
A.春捲皮,張,15.0
B.冬粉,梱,80.0
新鮮百里香,根,0.5
蒜頭碎,辦,4.0
芹菜,小支,3.0
蛋汁,顆,50.0
布丁,個,120.0
Ａ.餅皮,張,40.0
清腿肉,隻,200.0
大骨腿,支,250.0
檸檬葉,葉,0.3
A.蕃茄,顆,120.0
雞翅膀,支,80.0
秋葵,片,3.0
1.泡麵,包,100.0
小丸子,個,15.0
胡椒鹽包,包,3.0
泡麵油包,包,10.0
花枝肉,片,40.0
青江菜,支,70.0
麻吉皮,片,15.0
蝦仁泥,尾,15.0
越瓜脯,條,15.0
紅辣椒,小條,5.0
雞骨,付,600.0
1.大骨,副,800.0
百合,錢,3.75
蘋果,個,170.0
熟蛋黃,顆,18.0
牛肉火腿片,片,20.0
蜜草莓,粒,18.0
綠色蔬菜,朵,150.0
布丁,顆,120.0
全麥麵包,片,30.0
寧波年糓,包,300.0
青蒜絲,支,15.0
"餡料4：
奇異果",約3∼4顆,85.0
5.蘋果,個,180.0
A.冷凍水餃,顆,25.0
紅柿子,顆,200.0
"裝飾：
橘子片",片,15.0
白滷汁,鍋,0.0
鮑魚,個,350.0
A.帶骨雞腿肉,支,250.0
B.薑片,片,3.0
小塔皮,個,20.0
水蜜桃,罐,500.0
大明蝦,尾,40.0
小蝦子,數尾,7.0
可頌麵包,顆,60.0
大陸A,片,25.0
越前棒,支,100.0
花枝餃,盒,300.0
韭菜段,支,75.0
牛肚,片,30.0
Pizza麵皮,片,200.0
巧克力蛋糕甜甜圈,數個,65.0
帶骨里肉排,片,200.0
辣椒丁,條,10.0
油揚,片,7.0
攪拌棒,支,0.0
北海道原味起司球,顆,20.0
"火鍋材料：
鮮蝦",隻,15.0
蝦丸,顆,20.0
文蛤,個,75.0
水煮蛋片,片,12.0
蔬菜沙拉,數種,0.0
芥末醬,又1/2茶匙,5.0
"裝飾：
布丁",顆,100.0
紅蘿蔔末,湯匙,10.0
梅花肉排,片,200.0
A.半成品法國麵包,條,250.0
冷凍蛋炒飯,包,350.0
Ｂ.水蜜桃罐頭,罐,500.0
雞柳,片,30.0
發好魷魚,隻,120.0
蝦米,隻,1.0
牛蕃茄,片,45.0
A.青花菜,顆,400.0
檸檬角,個,20.0
鱸魚淨肉,條,220.0
朝天椒,個,3.0
秀珍菇,包,120.0
2.番茄,個,150.0
朝指椒,支,7.0
熟培根,片,15.0
熟蘆筍,支,12.0
海參丸子,粒,20.0
火腿丁,又1/2片,25.0
白葡萄酒,c.c.,1.0
牛高湯,c.c.,1.0
義式拖鞋麵包,個,150.0
進口紅綠捲鬚生菜,片,7.0
歐式大吉嶺茶,茶包,2.0
"蛋黃液塗料：
蛋黃",顆,18.0
義大利麵皮,片,30.0
白蘿蔔,片,15.0
"其他：
鳳梨片",片,15.0
魚露,滴,0.05
丹麦吐司,片,28.0
甘蔗,根,200.0
海蔘,隻,10.0
蟹味條,條,15.0
大福冰冰淇淋,個,80.0
生鹹蛋,顆,50.0
鱈寶,包,80.0
1.白蘿蔔泥,小塊,20.0
紅辣椒磨泥,支,15.0
雙色貝果,個,15.0
蝦子,條,20.0
B.白蘿蔔,根,500.0
炸過的魚,尾,200.0
扁魚乾,條,30.0
鹹派塔,個,60.0
2.蛋黃,顆,18.0
約克牛排,塊,250.0
廚房紙巾,張,0.0
"中藥：
八角",粒,1.5
大鍋餅,塊,150.0
2.竹籤,∼8支,75.0
蒜味鵝肝,條,40.0
紫生菜,片,7.0
蒸熟鴨腿,支,200.0
蒸爛陳皮,片,3.0
小里肌肉,片,25.0
新鮮鼠尾草,片,7.0
培果麵包,個,100.0
蘿蔔干,碗,150.0
特製杏仁海綿蛋糕,片,80.0
奇異果,又1/2個,75.0
烤香蕉,條,120.0
A.青蔥,支,30.0
去邊白土司,片,28.0
香蕉,個,120.0
原味抹茶蛋糕,份,120.0
荸薺碎,顆,1.5
韓式豆瓣醬,中匙,18.0
丹波黑豆,顆,0.5
牛奶瓶,瓶,250.0
魚骨,尾,75.0
